"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",0,63,3,1,1,0,0,0,3,86,1
"10m",16,16,63,0,0,0,0,0,38,63,0.5
"20m",3,16,86,0,0,0,0,0,16,86,0.5
"30m",38,38,16,0,0,0,0,0,1,98,0.5
"40m",38,16,16,0,0,0,0,0,0,98,0.5
"50m",38,3,38,0,0,0,0,0,16,86,0.5
"60m",3,16,63,0,0,0,0,0,16,86,0.5
"70m",16,16,63,0,0,0,0,0,16,86,0.25
