"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,0,0,0,1,86,.5
"10m",63,0,16,0,0,3,86,.5
"20m",38,0,38,0,0,1,86,1
"30m",63,0,38,0,0,1,86,1
"40m",16,0,86,0,0,0,86,.25
"50m",38,0,38,0,0,1,86,2
"60m",86,0,16,0,0,0,86,.5
"70m",86,0,3,0,0,1,86,.5
"80m",86,0,3,0,0,3,86,.5
"90m",16,16,38,0,0,1,86,2
