"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"red clover",45,85,200,370,200,220,270,190,280,190
"yellow coneflower",15,90,30,24,0,2,10,25,0,0
"white clover",0,0,0,0,7,50,15,5,25,0
"yellow sweet clover",0,0,0,0,0,0,5,0,0,0
"canada thistle",0,0,0,0,0,0,0,0,9,0
"wild bergamot",0,0,0,0,0,0,0,0,0,5
