"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"partridge pea",1,6,1,5,0,0,0,0,0,1
"white clover",82,71,67,22,41,69,78,55,52,27
"red clover",0,11,1,0,0,0,0,0,0,0
"common dandelion",0,0,1,2,3,0,6,0,2,1
"alfalfa",20,0,0,0,0,0,0,0,0,0
"black medic",100,150,0,0,0,0,0,0,0,0
