"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",1,0,6,0,0,0,1,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"partridge pea",44,0,14,6,4,0,4,1,0,0
"hoary vervain",7,0,0,0,0,0,0,0,0,0
"black eyed susan",2,9,4,0,0,0,5,0,0,0
"canada thistle",0,10,0,0,0,66,182,108,47,0
"ox eye sunflower",0,0,1,0,0,0,0,0,0,0
"common dandelion",0,0,0,0,0,0,0,0,0,3
