Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,13,3,16,24,12,8,3,2,3,3
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
red clover,6,4,1,1,0,2,0,0,0,0
foxglove beardtongue,2,3,6,0,0,0,0,0,0,0
golden alexanders,0,0,7,0,3,3,0,0,0,0
alfalfa,0,0,0,0,0,1,0,0,0,1
