Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,0,0,8,5,5
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
yellow coneflower,9,10,25,1,15
wild bergamot,65,75,89,10,295
canada thistle,0,5,0,0,0
white sweet clover,0,0,65,0,0
ox eye sunflower,0,0,5,8,17
