"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,3,63,<.25
"10m",38,0,16,0,0,3,86,<.25
"20m",38,0,16,0,0,0,86,<.25
"30m",38,3,3,0,0,3,86,<.25
"40m",63,0,3,0,0,3,86,<.25
