"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,3,16,0,0,1,86,.25
"10m",86,0,16,0,0,3,86,.25
"20m",63,0,16,0,0,1,86,.25
"30m",86,0,3,0,0,1,86,.25
"40m",63,0,16,0,0,3,63,.25
