"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"white clover",0,0,0,1,0,0,7,0,0,0
"field pennycress",0,1,0,0,0,0,0,0,0,0
"red clover",0,0,0,0,1,0,22,3,0,3
"foxglove beardtongue",0,0,0,0,4,0,0,11,0,0
"golden alexanders",4,5,10,3,15,14,27,35,8,0
"milkweed strip: common milkweed ramet",0,0,0,0,0,0,0,0,0,0
