"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",98,0,3,0,0,16,3,<.5
"10m",86,0,3,0,0,16,16,.5
"20m",16,0,63,0,0,38,16,.5
"30m",38,0,63,0,0,16,38,1
"40m",38,0,38,0,0,38,16,<.5
"50m",86,0,16,0,0,3,38,1
"60m",63,0,3,0,0,63,16,<.5
"70m",86,0,3,0,0,16,38,.5
"80m",63,0,16,0,0,16,38,2
"90m",38,16,38,0,0,16,38,1
