"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,16,63,1
"10m",16,38,0,0,0,1,86,1
"20m",38,16,16,0,0,3,86,1
"30m",63,0,38,0,0,16,63,1
"40m",38,0,63,0,0,16,38,.5
"50m",86,0,0,0,0,16,63,1.5
"60m",38,0,3,3,0,1,86,4
"70m",86,0,3,3,0,16,38,1
"80m",98,0,0,0,0,3,3,<.5
"90m",86,0,3,0,3,3,63,2
