"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"smartweed",20,170,140,120,45
"red clover",70,0,28,5,0
"morning glory",7,3,0,0,1
"yellow coneflower",10,6,0,0,8
"stinging nettle",15,0,0,0,0
"carolina horsenettle",0,1,1,0,15
"ox eye sunflower",0,10,1,0,10
"white clover",0,0,0,2,0
