Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,0,0,0,0,0,0,1,5,6
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
hedge bindweed,2,0,1,0,0,0,1,0,0,0
ox eye sunflower,22,74,9,12,5,3,8,0,1,0
wild bergamot,2,1,1,0,0,0,0,0,0,0
wild parsnip,0,0,0,1,0,0,4,1,0,0
yellow coneflower,42,34,66,19,22,28,0,0,0,0
