"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",3,1,38,0,0,0,0,0,16,63,0.5
"10m",3,38,16,0,0,0,0,0,38,16,0.25
"20m",16,16,63,0,0,0,0,0,16,16,0.25
