"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,3,0,3,16,86,1.5
"10m",16,0,38,0,0,38,38,2.5
"20m",38,0,86,0,0,16,86,1
"30m",16,0,38,0,16,16,63,3
"40m",16,0,38,0,3,16,86,1
