"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,0,0,0,16,63,3
"10m",98,0,0,0,0,3,38,2.5
"20m",86,0,0,0,0,3,86,6
"30m",63,0,0,0,0,0,63,4
"40m",98,0,0,0,0,3,63,7
