"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,38,38,0,0,1,86,1
"10m",16,38,16,0,0,0,98,2
"20m",38,16,16,0,0,1,98,1.5
"30m",86,3,3,0,0,3,86,2
"40m",86,3,16,0,0,1,98,1
"50m",63,0,16,0,0,3,98,2
"60m",86,0,16,0,0,0,98,2.5
"70m",38,0,38,0,0,16,86,.5
"80m",86,0,3,0,0,3,98,2
"90m",86,0,16,0,0,3,86,1.5
