"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,3,0,0,0,98,5
"10m",63,0,0,0,16,16,86,2
"20m",63,0,3,0,0,3,98,2
"30m",98,0,0,0,0,0,98,4
"40m",63,0,16,0,0,1,98,2
"50m",63,0,16,1,0,3,98,3
