Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,0,0,0,0,0,2,0,0,0
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
yellow coneflower,117,133,44,183,40,33,53,85,78,38
ox eye sunflower,24,0,29,144,3,39,24,53,4,33
red clover,8,0,0,0,0,0,0,0,0,0
canada thistle,0,0,0,0,0,2,0,0,0,0
morning glory,0,0,0,0,0,1,0,0,0,0
hoary vervain,0,0,0,0,0,0,0,0,0,4
