Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,2,0,3,0,0,0,4,0,0
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
common dandelion,0,0,0,0,0,0,0,0,1,1
common dogwood,0,4,0,0,6,4,8,0,9,3
foxglove beardtongue,0,0,16,1,0,0,0,0,0,0
honey suckle,8,10,7,17,2,5,5,2,0,0
wild parsnip,8,2,2,7,3,2,1,2,0,2
