"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,16,0,0,3,3,.25
"10m",86,0,3,0,0,3,3,.25
"20m",86,0,3,0,0,3,3,.25
"30m",86,0,3,0,0,3,3,.25
"40m",98,0,3,0,0,3,3,.25
