"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,16,0,0,63,16,.5
"10m",63,0,16,0,0,16,38,1
"20m",63,0,16,0,0,3,63,.5
"30m",38,0,38,0,0,38,38,.5
"40m",63,0,3,0,0,16,63,.5
"50m",38,0,16,0,0,38,38,.5
"60m",38,0,38,0,0,3,86,1
