"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,0,16,0,0,0,98,<.5
"10m",38,0,63,0,0,0,98,3
"20m",63,0,16,0,0,0,98,1.5
"30m",63,0,16,0,0,1,98,4.5
"40m",38,0,16,0,0,1,98,3
"50m",38,0,16,0,0,1,98,4
"60m",63,0,16,0,0,0,98,2
"70m",38,0,16,0,0,3,98,4
"80m",63,0,3,0,0,1,98,2
"90m",63,0,16,0,0,3,98,1.5
