"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,16,0,0,1,98,1
"10m",86,0,16,0,0,0,98,1
"20m",16,0,16,0,0,0,98,1
"30m",86,0,3,0,0,0,98,1
"40m",63,0,16,0,0,0,98,1
"50m",38,0,38,0,0,1,98,1
"60m",38,0,16,0,0,1,98,3
"70m",38,0,38,0,0,3,86,1
"80m",63,0,16,0,0,3,98,1
"90m",86,0,16,0,0,3,86,1
