Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,47,14,23,4,29
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,2,2,0
bull thistle,2,0,0,0,0
canada goldenrod,0,0,0,0,27
new england aster,1,0,0,0,1
ox eye sunflower,19,22,9,7,8
partridge pea,1,1,13,1,0
prickly lettuce,2,0,0,0,0
red clover,7,16,5,23,0
sawtooth sunflower,5,0,0,4,15
stiff goldenrod,1,0,0,4,3
virginia mountain mint,0,0,0,3,3
white clover,0,0,0,4,0
yellow coneflower,2,0,0,0,4
