"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,3,0,0,3,86,2.5
"10m",86,0,3,0,0,3,86,3
"20m",38,0,38,0,0,3,86,2
"30m",38,0,38,1,0,3,86,3.5
"40m",38,0,38,0,0,3,86,2
"50m",86,0,16,0,0,0,98,3
"60m",63,0,16,0,0,16,63,.5
"70m",86,0,3,0,0,1,98,3
"80m",38,0,63,0,0,3,98,4
"90m",16,0,38,0,0,3,86,4
