"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"eastern daisy fleabane",60,110,20,25,15,25,135,25,40,75
"queen annes lace",3,0,0,3,0,0,3,3,0,2
"white clover",0,5,2,2,30,0,5,2,9,2
"birdsfoot trefoil",0,0,8,13,9,0,0,0,0,0
"red clover",0,0,0,3,1,1,0,1,0,0
