"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"white clover",0,0,0,4,9
"red clover",12,0,0,10,4
"queen annes lace",0,0,0,2,1
"birdsfoot trefoil",0,0,0,2,0
