"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,16,0,0,3,86,2
"10m",86,0,3,0,0,16,86,.5
"20m",63,0,16,0,0,3,63,2
"30m",16,0,3,0,0,86,16,.5
"40m",98,0,0,0,0,1,86,1
