"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,3,98,3.5
"10m",86,0,38,0,0,1,86,1.5
"20m",86,0,16,0,0,1,86,1.5
"30m",86,0,16,0,0,3,86,.5
"40m",86,0,16,0,0,1,98,.5
"50m",38,0,63,0,0,1,38,1.5
"60m",63,0,38,0,0,3,86,1
"70m",86,0,16,0,0,3,63,<.5
"80m",98,0,3,0,0,1,86,.5
"90m",3,0,86,0,0,3,38,<.5
