"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,16,38,0,0,38,3,.5
"10m",38,16,63,0,0,63,3,.5
"20m",86,3,16,0,0,16,38,1.5
"30m",16,86,16,0,0,38,3,.5
"40m",16,63,63,0,0,16,3,.5
