"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",0,63,63,0,0,63,3,.5
"10m",0,0,98,0,0,86,0,0
"20m",0,3,98,0,0,86,38,2
"30m",0,98,38,0,0,63,0,0
"40m",16,38,16,0,0,38,63,2.5
