"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",98,0,0,0,0,0,63,2.5
"10m",86,0,0,0,0,0,86,3.5
"20m",86,0,16,0,0,0,86,7.5
"30m",63,0,16,0,0,3,86,3
"40m",63,38,16,0,0,0,63,1.5
"50m",63,0,0,0,0,0,86,1
"60m",98,0,0,0,0,0,86,8
"70m",63,0,0,0,0,1,86,3
"80m",98,0,0,0,0,0,86,2
"90m",68,0,0,0,0,1,86,5
