"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow coneflower",15,40,0,35,6
"smartweed",0,0,0,0,20
"yellow sweet clover",3,0,0,0,0
"white clover",40,10,10,0,0
"canada thistle",10,12,0,0,0
"ox eye sunflower",0,0,3,0,0
"prickly sowthistle",0,0,0,3,0
"new england aster",0,0,0,5,0
"common cinquefoil",0,0,0,0,5
"milkweed strip: common milkweed ramet",2,0,0,2,6
