"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,63,0,0,1,86,1.5
"10m",86,0,16,0,0,1,86,2
"20m",86,3,16,0,0,3,98,3
"30m",86,0,16,0,0,3,98,2.5
"40m",86,0,16,0,0,0,98,3
"50m",63,0,38,0,0,0,98,1.5
"60m",86,0,16,0,0,0,98,3.5
"70m",63,0,63,0,0,0,98,4
"80m",86,0,38,0,0,0,98,4
"90m",86,0,38,0,0,0,98,3
