Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,2,2,0,4,3
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
wild bergamot,0,29,0,0,0
ox eye sunflower,0,6,4,3,1
golden alexanders,0,0,1,0,0
yellow coneflower,0,0,22,43,43
common milkweed,0,0,0,0,5
