Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,38,19,24,7,21
swamp milkweed ramet,0,1,1,0,0
butterfly milkweed ramet,8,2,23,7,18
black medic,2,15,7,2,0
common dandelion,0,1,0,0,0
eastern purple coneflower,0,0,8,10,5
foxglove beardtongue,1,1,0,0,0
hoary vervain,7,2,3,0,3
ox eye sunflower,4,0,0,0,0
pale purple coneflower,5,3,10,12,11
red clover,9,21,1,3,8
white avens,0,0,0,1,0
white clover,0,0,0,15,0
wild parsnip,13,3,13,7,13
yellow sweet clover,5,0,0,0,0
