"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,1,4
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"golden alexanders",25,30,5,0,5
"foxglove beardtongue",65,90,0,10,5
"red clover",0,20,0,15,20
"common dandelion",0,1,6,4,1
"yellow salsify",0,0,1,2,0
"white clover",0,0,0,0,160
