"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,1,2
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow coneflower",80,150,50,25,10
"ox eye sunflower",60,35,30,35,40
"prickly lettuce",20,0,0,0,0
"marestail",3,0,0,0,2
"prostrate vervain",2,0,0,0,0
"white sweet clover",0,55,35,0,0
"common cinquefoil",0,15,0,0,0
"red clover",0,10,0,60,30
"white clover",0,0,0,0,20
"morning glory",0,0,0,0,1
