"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,5,1
"swamp milkweed ramet",0,0,1,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow coneflower",130,105,110,73,90
"blue vervain",39,100,25,10,0
"ox eye sunflower",20,50,45,20,20
"canada goldenrod",3,3,3,9,4
"field thistle",10,0,27,0,9
"white sweet clover",3,4,0,0,0
"common evening primrose",0,2,0,0,0
"partridge pea",0,0,0,3,0
