"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow coneflower",90,80,75,90,50
"cup plant",70,55,30,20,20
"ironweed",0,0,1,1,2
"velvetleaf",0,0,0,5,0
"marestail",0,0,0,2,0
