"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,38,63,0,0,3,38,1
"10m",63,16,38,0,0,3,63,2
"20m",86,16,38,0,0,3,63,2
"30m",63,38,3,0,0,3,86,1
"40m",16,86,63,0,0,3,16,1
"50m",63,63,16,0,0,3,38,1
"60m",86,16,16,0,0,3,86,.5
"70m",63,63,86,0,0,3,86,.5
