"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,3,16,0,0,3,86,2
"10m",86,3,16,0,0,3,86,1
"20m",86,3,38,0,0,3,86,1
"30m",86,1,16,0,0,3,86,2
"40m",86,1,16,0,0,3,98,1
"50m",86,16,16,0,0,3,86,1
"60m",86,3,16,0,0,1,86,2
"70m",86,1,0,0,0,1,86,2
"80m",98,1,16,0,0,0,86,1.5
"90m",86,1,16,0,0,0,86,2
