"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,2
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"ox eye sunflower",51,138,114,35,40
"yellow coneflower",450,223,235,120,130
"wild bergamot",0,9,15,1,0
"catnip",0,0,50,0,0
"maximlian sunflower",0,0,8,0,0
"smartweed",0,0,0,80,5
"ironweed",0,0,0,5,3
"canada goldenrod",0,0,0,0,50
"black eyed susan",0,0,0,0,30
