Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,1,0,3,10,5,4,0,NA,NA
swamp milkweed ramet,0,0,0,0,0,0,0,0,NA,NA
butterfly milkweed ramet,0,0,0,0,0,0,0,0,NA,NA
foxglove beardtongue,17,108,10,55,0,66,50,0,NA,NA
golden alexanders,0,0,0,2,0,0,0,0,NA,NA
alfalfa,7,10,3,3,0,0,7,0,NA,NA
ox eye sunflower,0,8,0,0,0,0,0,0,NA,NA
red clover,0,0,5,0,3,0,0,0,NA,NA
wild parsnip,0,0,0,0,0,2,0,0,NA,NA
