"Nectar Plant Species",0-20m,20-40m,40-60m,60-80m,80-100m
"white clover",0,0,0,0,5
"canada thistle",0,0,2,0,0
"carolina horsenettle",7,4,0,0,0
"oxeye sunflower",12,0,0,0,0
"eastern daisy fleabane",30,0,0,0,0
