"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,3,16,0,0,63,86,1
"10m",86,0,3,0,0,3,86,2
"20m",86,0,16,0,0,16,86,2
"30m",63,86,3,0,0,3,63,1.5
"40m",63,38,3,0,0,3,63,2
"50m",63,38,3,0,0,3,63,2
"60m",63,38,1,0,0,3,38,1
"70m",63,38,16,0,0,3,63,2
"80m",63,63,3,0,0,16,38,1
"90m",16,86,3,0,0,16,38,1.5
