"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",3,86,3,0,0,16,86,1
"10m",86,63,3,0,0,3,86,1.5
"20m",86,3,16,0,0,16,86,2
"30m",86,38,16,0,0,16,86,2.5
"40m",86,38,16,0,0,16,86,2
