"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,3,16,0,0,38,63,1.5
"10m",86,3,38,0,0,16,63,1.5
"20m",86,16,38,0,0,16,38,1.5
"30m",86,3,3,0,0,16,86,2
"40m",86,3,38,0,0,16,38,2
