Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,0,2,4,5,2
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
yellow coneflower,111,55,58,62,325
ox eye sunflower,49,72,60,27,117
black eyed susan,4,1,0,0,0
red clover,6,3,0,0,0
sawtooth sunflower,1,0,0,0,0
blue vervain,0,6,21,1,11
ironweed,0,0,10,11,0
