Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,9,4,0,0,0
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
canada thistle,15,1,0,1,0
ironweed,5,7,0,0,0
ox eye sunflower,13,6,0,0,0
sulphur cinquefoil,2,0,0,0,0
wild bergamot,2,0,0,0,0
yellow coneflower,14,4,0,0,0
