"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,38,0,0,0,86,2
"10m",63,0,16,0,0,16,86,1
"20m",63,0,38,0,0,16,86,3
