"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,1,2,1
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow coneflower",50,85,115,105,80
"marestail",0,2,0,0,0
"ox eye sunflower",17,28,15,24,10
"white sweetclover",15,60,7,50,70
"wild bergamot",2,2,0,0,0
"common evening primrose",11,1,0,0,0
"canada thistle",2,0,0,0,0
"pennsylvania smartweed",40,0,0,0,0
"velvetleaf",0,0,0,0,1
"groundcherry",0,0,0,0,9
