"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,2,5,7
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"hoary vervain",22,34,28,17,30
"yellow coneflower",35,19,0,1,10
"ox eye sunflower",59,48,48,21,53
"red clover",25,24,25,35,10
"partridge pea",2,0,0,0,0
"white sweet clover",0,10,2,0,15
"black eyed susan",0,5,1,1,7
