"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,1,4,0,7
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"golden alexanders",4,13,7,9,2
"foxglove beardtongue",3,0,0,0,20
"virginia waterleaf",0,0,0,0,3
