"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,38,38,3
"10m",98,0,3,0,0,3,38,3
"20m",38,0,38,0,0,16,16,2
"30m",98,0,3,0,0,16,86,2
"40m",38,0,38,0,0,3,68,2
"50m",63,0,38,0,0,3,86,2
