"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"wild bergamot",30,30,2,3,3
"canada thistle",28,20,0,3,5
"white sweet clover",35,1470,1160,280,0
"ox eye sunflower",8,2,3,20,15
"swamp smartweed",10,0,0,0,0
"yellow coneflower",0,8,1,28,0
"black eyed susan",0,5,1,0,0
"yellow sweet clover",0,0,0,5,10
"wild parsnip",0,0,0,2,15
