"Nectar Plant Species",0-20m,20-40m,40-60m,60-80m,80-100m
"white clover",92,75,142,211,150
"white sweetclover",8,0,0,0,0
"alfalfa",12,34,22,32,19
"red clover",17,0,0,11,14
