"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"black medic",185,56,0,0,0
"prostrate vervain",210,0,0,0,0
"common dandelion",0,0,1,9,0
"white clover",0,0,9,0,0
