"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",0,0,98,0,0,0,0,0,16,86,0.5
"10m",86,3,3,0,0,0,0,0,3,86,0.75
"20m",63,3,63,0,0,0,0,0,3,86,0.75
"30m",86,3,38,0,0,0,0,0,3,86,0.75
"40m",86,3,38,0,0,0,0,0,3,86,0.75
"50m",63,3,38,0,0,0,0,0,3,86,1.0
"60m",38,3,63,0,0,0,0,0,3,86,2.0
"70m",63,3,63,0,0,0,0,0,3,86,2.0
"80m",38,3,63,0,0,0,0,0,3,86,2.0
"90m",63,3,38,0,0,0,0,0,3,86,2.0
