"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,3,0,0,0,0,98,4
"10m",86,3,3,0,0,0,98,1
"20m",86,3,16,0,0,1,98,.5
"30m",63,3,16,0,0,1,98,1
"40m",86,3,16,0,0,3,98,3
"50m",63,0,3,0,0,1,98,3
"60m",63,16,0,0,0,1,98,4
"70m",63,38,0,0,0,1,98,4
"80m",38,0,0,0,0,1,98,4
"90m",16,63,0,0,0,0,98,2.5
