"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,0,63,0,0,63,16,.25
"10m",3,3,86,0,0,63,16,.25
"20m",3,3,86,0,0,38,3,0
"30m",16,3,86,0,0,38,16,.25
"40m",16,16,86,0,0,16,16,.25
"50m",3,16,86,0,0,38,38,.25
"60m",16,16,86,0,3,63,16,.25
"70m",16,16,86,0,3,16,38,.25
"80m",16,16,98,0,3,16,38,.25
"90m",16,16,86,0,0,16,16,.25
