"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"wild parsnip",1,8,13,7,8
"red clover",275,480,300,500,175
"white clover",33,20,80,0,0
"eastern daisy fleabane",12,8,12,0,90
"foxglove beardtongue",1,1,0,0,0
